,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,0.04634430427527266,0.9045341342370667,0.044106323716275604,0.0,0.06511528238439884,0.0,0.40824869871194935,0.0,0.28867455724396635,0.0,0.0,0.07474350927519358,0.14778255430417533,0.06307639299813575,0.04225085986670213,0.0,1.0
1,0.4100842559971636,0.9534626369187206,0.0,0.0,0.0,0.36970922174169535,0.0,0.0,0.0,0.4082482904638631,0.18033392693348646,0.0,0.46104306688172997,0.2844176282912648,0.11802655509268123,0.47140428508871235,1.0
2,0.36197532506573704,1.0,0.12556371905349786,0.13772530739205932,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.183083459309206,0.4787187834492222,0.110744589696021,0.0901526605244905,0.0,1.0
3,0.29583912957125524,0.797724263138586,0.1748346424474967,0.19176841093407773,0.0,0.06607361923139655,0.28867455724396635,0.28867455724396635,0.0,0.2357017889905237,0.09016696346674323,0.05285164225816899,0.4787187834492222,0.0,0.10590393756796841,0.0,1.0
4,0.2072199391927308,1.0,0.01806286618693706,0.019812361538269044,0.0,0.0,0.28867455724396635,0.28867455724396635,0.0,0.0,0.0,0.05285164225816899,0.16595005351875558,0.11564478792762889,0.05612954540181348,0.0,1.0
5,0.30828292992623324,1.0,0.1648873565503125,0.0,0.2434273790864308,0.0,0.8164967850518458,0.0,0.7637623976080519,0.0,0.0,0.14948701855038715,0.21281216550777782,0.1661410707292234,0.1770868852396909,0.0,1.0
6,0.18149088240740427,1.0,0.38026006858435407,0.39632863882603003,0.17491331186238135,0.0,1.0,1.0,1.0,0.0,0.0,0.4228131380653519,0.6568097082592409,0.3539471127885706,0.05043884432250752,1.0,1.0
7,0.30945806698372236,1.0,0.09431255359103649,0.0,0.13923601066773877,0.0,1.0,0.0,1.0,0.0,0.0,0.183083459309206,0.24611003307788815,0.11570702479813093,0.0829867265091045,0.0,1.0
8,0.2308596466634759,1.0,0.13254147323431656,0.12739075006282882,0.09428090415820635,0.0,0.577349980514419,0.28867455724396635,0.5,0.0,0.0,0.11817986481176636,0.46104306688172997,0.11648933075142874,0.06342899747535677,0.0,1.0
9,0.08940774027305198,0.7385492536046597,0.1616601296067285,0.17731786865631707,0.0,0.0,0.40824869871194935,0.40824869871194935,0.0,0.0,0.0,0.091541729654603,0.5887404708481778,0.15153893310381322,0.03574899403172032,0.0,1.0
10,0.2605859403334448,1.0,0.13697739689279148,0.0,0.20222319902083993,0.0,1.0,0.0,1.0,0.0,0.0,0.183083459309206,0.16595005351875558,0.14614319589870753,0.16821363136502332,0.0,1.0
11,0.1820014170112485,0.9045341342370667,0.17443646646701585,0.19133166925645592,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.12945955560063088,0.22662602961736505,0.11794758291494943,0.044641583753605836,0.0,1.0
12,0.282236585209797,1.0,0.2561645439697454,0.24766591107424116,0.17860695519616376,0.0,1.0,0.5,0.9574272818339783,0.0,0.0,0.2694915551998287,0.28712475605122845,0.10950904023709072,0.07963777388365943,0.5,1.0
13,0.2200006519513444,1.0,0.2087965959506672,0.10150331278365553,0.27632267771976704,0.0,0.8660254037844386,0.40824869871194935,0.8660254037844386,0.0,0.0,0.2694915551998287,0.4787187834492222,0.1806841083370293,0.056858983757562334,0.28867455724396635,1.0
14,0.3815819944858487,1.0,0.0,0.0,0.0,0.08577579090525773,0.0,0.0,0.0,0.2357017889905237,0.09016696346674323,0.0,0.28712475605122845,0.12603079813804063,0.11338293718809153,0.0,1.0
15,0.6013412133322389,1.0,0.18128788247179037,0.0,0.2676398907321387,0.22096460935535653,0.7071067811865476,0.0,0.7071067811865476,0.33333366666650005,0.18033392693348646,0.17528906692443832,0.49581449233628566,0.1982465017168165,0.1657578187171729,0.0,1.0
16,0.3298628478088105,0.9354143466934853,0.0,0.0,0.0,0.24303795145354884,0.0,0.0,0.0,0.4082482904638631,0.15617376188860607,0.0,0.28712475605122845,0.08790892488158401,0.06973848272739407,0.0,0.3734801378616086
17,0.04645111107522229,0.6741995253632266,0.10287511938220709,0.0,0.1518771433319269,0.0,0.6454974825667409,0.0,0.577349980514419,0.0,0.0,0.14948701855038715,0.2583994175975316,0.07084761945380533,0.030467313854290523,0.5,1.0
18,0.32318858501896947,1.0,0.10141277948326964,0.06381610551715751,0.12262861728722942,0.0,0.8164967850518458,0.28867455724396635,0.7637623976080519,0.0,0.0,0.15855492677450697,0.6437361790173544,0.18419334789240863,0.09826748937377965,0.0,1.0
19,0.4334601134734335,1.0,0.09016066584555842,0.0,0.133106473671769,0.0,1.0,0.0,1.0,0.0,0.0,0.183083459309206,0.3381275417099062,0.14415187892679915,0.403617639287408,0.0,1.0
20,0.325424118048334,1.0,0.060023369090645366,0.0,0.08861401945767072,0.0,0.8164967850518458,0.0,0.8164967850518458,0.0,0.0,0.14948701855038715,0.22662602961736505,0.06631675202577275,0.4209428609588867,0.0,1.0
21,0.578341657012059,1.0,0.3601252095214429,0.380777662262557,0.1414072133945083,0.06970478271043076,1.0,0.9574272818339783,1.0,0.4714042850887124,0.22086305214969307,0.5069351440011469,0.5958740634217778,0.20240559784359866,0.14696017412553564,0.0,1.0
22,0.0833642748686541,0.797724263138586,0.1289867617612515,0.0,0.19042642206958105,0.0,1.0,0.0,1.0,0.0,0.0,0.21791290351778864,0.21281216550777782,0.21568799713606238,0.033129418637138634,0.0,1.0
23,0.4467156676351241,0.9045341342370667,0.29433155013712975,0.2911203891690013,0.18782852700150623,0.41130831452420424,1.0,0.28867455724396635,0.9574272818339783,0.4714042850887124,0.325101610132231,0.19055930615430766,0.528472529115637,0.43230105254168455,0.1361539833770825,0.0,1.0
24,0.5309579106944412,1.0,0.0,0.0,0.0,0.1301900573867725,0.0,0.0,0.0,0.4923657177342875,0.18033392693348646,0.0,0.4236856611389755,0.16748070060850953,0.1468369759387699,0.0,0.8546470539122413
25,0.0944226420577746,1.0,0.09026916247427842,0.0,0.13326664999166146,0.0,1.0,0.0,1.0,0.0,0.0,0.183083459309206,0.28712475605122845,0.06515267275805123,0.04571090731724054,0.0,1.0
26,0.2913043784954799,1.0,0.04560650156398605,0.05002376079909077,0.0,0.07207085440524694,0.40824869871194935,0.40824869871194935,0.0,0.4082482904638631,0.20161945963637798,0.07474350927519358,0.2056170668411862,0.1324776639959131,0.1122975719862009,0.0,1.0
27,0.08124364902100747,1.0,0.06897082590962132,0.0,0.10182337649086284,0.0,1.0,0.0,1.0,0.0,0.0,0.183083459309206,0.14778255430417533,0.06400285239476193,0.045957359929840305,0.0,1.0
28,0.6128733421318223,1.0,0.08884033942911594,0.07083958283591196,0.09006170724070865,0.21780510814887713,0.8164967850518458,0.40824869871194935,0.6454974825667409,0.7453558434287166,0.3606678538669729,0.14948701855038715,0.5742258202075703,0.17768898014683915,0.14647411856784084,0.0,1.0
29,0.03403829841127141,1.0,0.04515716546734265,0.0,0.06666666666666667,0.0,0.6454974825667409,0.0,0.6454974825667409,0.0,0.0,0.11817986481176636,0.45743294506744925,0.056299368681374126,0.045237720746336876,0.0,1.0
30,0.7983116293263712,1.0,0.24889792316061077,0.15766084274547756,0.29998592559577786,0.25988197832669097,1.0,0.40824869871194935,1.0,0.5773502691896258,0.2851329742561005,0.4228131380653519,0.6437361790173544,0.28879576242777205,0.20717390455927054,0.0,1.0
31,0.24705000748868872,1.0,0.16577723764867805,0.09906180769134522,0.20523265930266665,0.061072676052702744,1.0,0.28867455724396635,1.0,0.33333366666650005,0.12751534261266767,0.3545395944352991,0.4236856611389755,0.11285471651473547,0.05750751565879668,0.0,1.0
32,0.5946060682256493,1.0,0.08140197536055012,0.08928623780310282,0.0,0.15885703045870025,0.28867455724396635,0.28867455724396635,0.0,0.33333366666650005,0.15617376188860607,0.091541729654603,0.5742258202075703,0.18415489097980667,0.1807198689958333,0.0,1.0
33,0.08123254256623971,1.0,0.11395274481797717,0.12498974167480749,0.0,0.0,0.9574272818339783,0.9574272818339783,0.0,0.0,0.0,0.17528906692443832,0.16595005351875558,0.09137027660746702,0.05021149723156539,0.5477225575051661,1.0
34,0.4297572325824283,0.852803025322964,0.10564074663129032,0.0,0.15596010885978362,0.0,1.0,0.0,1.0,0.0,0.0,0.19775273765841178,0.5887404708481778,0.41500238398627454,0.48325349078150714,0.0,1.0
35,0.2949218127923308,1.0,0.0,0.0,0.0,0.045889649843158235,0.0,0.0,0.0,0.2357017889905237,0.09016696346674323,0.0,0.21281216550777782,0.08324665936518154,0.09067751227193475,0.0,1.0
36,0.6245104326673943,1.0,0.0,0.0,0.0,0.43387284952573074,0.0,0.0,0.0,0.6963107543810212,0.2990499863048703,0.0,0.528472529115637,0.17961544013333605,0.16083635170387703,0.0,0.8546470539122413
37,0.4610235774483755,1.0,0.2203257854796662,0.20071753282429552,0.181154323406561,0.18977697874376004,0.8660254037844386,0.7071067811865476,0.8660254037844386,0.4714042850887124,0.23855936180684895,0.338415631531412,0.3830618979140001,0.17859903788054962,0.14159254021928422,0.0,1.0
38,0.5737786105960591,1.0,0.06449733304417886,0.07074428096298176,0.0,0.2491339654641294,0.28867455724396635,0.28867455724396635,0.0,0.4714042850887124,0.31234752377721214,0.07474350927519358,0.528472529115637,0.15617390774446915,0.163356900837924,0.0,1.0
39,0.2722619208373288,0.6741995253632266,0.14015026645727902,0.15372464812613454,0.0,0.36190135886956637,0.28867455724396635,0.28867455724396635,0.0,0.4714042850887124,0.22086305214969307,0.12945955560063088,0.4787187834492222,0.6290560572896773,0.09661792061432432,0.577349980514419,1.0
40,0.18665263217517902,0.852803025322964,0.0,0.0,0.0,0.2578117363112679,0.0,0.0,0.0,0.4082482904638631,0.15617376188860607,0.0,0.21281216550777782,0.24590366938103958,0.0604248730709848,0.40824869871194935,1.0
41,0.20301824464619303,0.9534626369187206,0.17643627487131183,0.13888981228460834,0.18138847200904964,0.21546828438341892,0.7637623976080519,0.6454974825667409,0.577349980514419,0.4082482904638631,0.2990499863048703,0.274625188963809,0.28712475605122845,0.15775639772527447,0.0684739773113503,0.333333166666625,1.0
42,0.46427149310201066,1.0,0.06446887205888005,0.07071306336303723,0.0,0.0,0.28867455724396635,0.28867455724396635,0.0,0.0,0.0,0.05285164225816899,0.3612202609768253,0.13083765270981318,0.1531169130551093,0.0,1.0
